SampleID,category,xsectioninpb,kfactor,filterefficiency,xsecunc
################################################################################################################,,,,,ls
,,,,,
# top,,,,,
# ttbar,,,,,
363141,MGPy8EG_N30NLO_Zmumu_Ht1000_2000_CVetoBVeto.re,0.14713,1.141,0.55301,1
363141,MGPy8EG_N30NLO_Zmumu_Ht1000_2000_CVetoBVeto.re,0.14715,1.141,0.55345,1
363142,MGPy8EG_N30NLO_Zmumu_Ht1000_2000_CFilterBVeto.,0.14728,1.141,0.2771,1
363142,MGPy8EG_N30NLO_Zmumu_Ht1000_2000_CFilterBVeto.,0.14733,1.141,0.27725,1
363142,MGPy8EG_N30NLO_Zmumu_Ht1000_2000_CFilterBVeto.,0.14728,1.141,0.2771,1
363143,MGPy8EG_N30NLO_Zmumu_Ht1000_2000_BFilter.recon,0.14753,1.141,0.17031,1
363143,MGPy8EG_N30NLO_Zmumu_Ht1000_2000_BFilter.recon,0.14753,1.141,0.17033,1
363143,MGPy8EG_N30NLO_Zmumu_Ht1000_2000_BFilter.recon,0.14753,1.141,0.17031,1
363144,MGPy8EG_N30NLO_Zmumu_Ht2000_E_CMS_CVetoBVeto.r,0.0055036,1.141,0.53671,1
363144,MGPy8EG_N30NLO_Zmumu_Ht2000_E_CMS_CVetoBVeto.r,0.005504,1.141,0.53646,1
363144,MGPy8EG_N30NLO_Zmumu_Ht2000_E_CMS_CVetoBVeto.r,0.0055036,1.141,0.53671,1
363145,MGPy8EG_N30NLO_Zmumu_Ht2000_E_CMS_CFilterBVeto,0.0055322,1.141,0.2917,1
363145,MGPy8EG_N30NLO_Zmumu_Ht2000_E_CMS_CFilterBVeto,0.0055327,1.141,0.29187,1
363145,MGPy8EG_N30NLO_Zmumu_Ht2000_E_CMS_CFilterBVeto,0.0055322,1.141,0.2917,1
363146,MGPy8EG_N30NLO_Zmumu_Ht2000_E_CMS_BFilter.reco,0.005549,1.141,0.1746,1
363146,MGPy8EG_N30NLO_Zmumu_Ht2000_E_CMS_BFilter.reco,0.0055443,1.141,0.1745,1
363146,MGPy8EG_N30NLO_Zmumu_Ht2000_E_CMS_BFilter.reco,0.005549,1.141,0.1746,1
# e,,,,,
363147,MGPy8EG_N30NLO_Zee_Ht0_70_CVetoBVeto.recon.AOD,1719.3,1.141,0.83307,1
363147,MGPy8EG_N30NLO_Zee_Ht0_70_CVetoBVeto.recon.AOD,1719.5,1.141,0.83317,1
363147,MGPy8EG_N30NLO_Zee_Ht0_70_CVetoBVeto.recon.AOD,1719.3,1.141,0.83307,1
363148,MGPy8EG_N30NLO_Zee_Ht0_70_CFilterBVeto.recon.A,1718.8,1.141,0.10865,1
363148,MGPy8EG_N30NLO_Zee_Ht0_70_CFilterBVeto.recon.A,1718.8,1.141,0.10865,1
363148,MGPy8EG_N30NLO_Zee_Ht0_70_CFilterBVeto.recon.A,1718.8,1.141,0.10865,1
363149,MGPy8EG_N30NLO_Zee_Ht0_70_BFilter.recon.AOD.e4,1719.4,1.141,0.060314,1
363149,MGPy8EG_N30NLO_Zee_Ht0_70_BFilter.recon.AOD.e4,1719.3,1.141,0.06031,1
363149,MGPy8EG_N30NLO_Zee_Ht0_70_BFilter.recon.AOD.e4,1719.4,1.141,0.060314,1
363150,MGPy8EG_N30NLO_Zee_Ht70_140_CVetoBVeto.recon.A,85.079,1.141,0.7189,1
363150,MGPy8EG_N30NLO_Zee_Ht70_140_CVetoBVeto.recon.A,85.1,1.141,0.7189,1
363150,MGPy8EG_N30NLO_Zee_Ht70_140_CVetoBVeto.recon.A,85.079,1.141,0.7189,1
363151,MGPy8EG_N30NLO_Zee_Ht70_140_CFilterBVeto.recon,85.056,1.141,0.17683,1
363151,MGPy8EG_N30NLO_Zee_Ht70_140_CFilterBVeto.recon,85.059,1.141,0.17683,1
363151,MGPy8EG_N30NLO_Zee_Ht70_140_CFilterBVeto.recon,85.056,1.141,0.17683,1
363152,MGPy8EG_N30NLO_Zee_Ht70_140_BFilter.recon.AOD.,85.164,1.141,0.1132,1
363152,MGPy8EG_N30NLO_Zee_Ht70_140_BFilter.recon.AOD.,85.15,1.141,0.1132,1
363152,MGPy8EG_N30NLO_Zee_Ht70_140_BFilter.recon.AOD.,85.164,1.141,0.1132,1
363153,MGPy8EG_N30NLO_Zee_Ht140_280_CVetoBVeto.recon.,36.001,1.141,0.67412,1
363153,MGPy8EG_N30NLO_Zee_Ht140_280_CVetoBVeto.recon.,35.994,1.141,0.67406,1
363153,MGPy8EG_N30NLO_Zee_Ht140_280_CVetoBVeto.recon.,36.001,1.141,0.67412,1
363154,MGPy8EG_N30NLO_Zee_Ht140_280_CFilterBVeto.reco,36.012,1.141,0.20365,1
363154,MGPy8EG_N30NLO_Zee_Ht140_280_CFilterBVeto.reco,36.01,1.141,0.20364,1
363154,MGPy8EG_N30NLO_Zee_Ht140_280_CFilterBVeto.reco,36.012,1.141,0.20365,1
363155,MGPy8EG_N30NLO_Zee_Ht140_280_BFilter.recon.AOD,36.053,1.141,0.13187,1
363155,MGPy8EG_N30NLO_Zee_Ht140_280_BFilter.recon.AOD,36.05,1.141,0.13179,1
363155,MGPy8EG_N30NLO_Zee_Ht140_280_BFilter.recon.AOD,36.053,1.141,0.13187,1
363156,MGPy8EG_N30NLO_Zee_Ht280_500_CVetoBVeto.recon.,8.2037,1.141,0.62992,1
363156,MGPy8EG_N30NLO_Zee_Ht280_500_CVetoBVeto.recon.,8.2025,1.141,0.63012,1
363156,MGPy8EG_N30NLO_Zee_Ht280_500_CVetoBVeto.recon.,8.2037,1.141,0.62992,1
363157,MGPy8EG_N30NLO_Zee_Ht280_500_CFilterBVeto.reco,8.2139,1.141,0.23183,1
363157,MGPy8EG_N30NLO_Zee_Ht280_500_CFilterBVeto.reco,8.2111,1.141,0.23189,1
363157,MGPy8EG_N30NLO_Zee_Ht280_500_CFilterBVeto.reco,8.2139,1.141,0.23183,1
363158,MGPy8EG_N30NLO_Zee_Ht280_500_BFilter.recon.AOD,8.2425,1.141,0.1479,1
363158,MGPy8EG_N30NLO_Zee_Ht280_500_BFilter.recon.AOD,8.2431,1.141,0.15001,1
363158,MGPy8EG_N30NLO_Zee_Ht280_500_BFilter.recon.AOD,8.2425,1.141,0.1479,1
363159,MGPy8EG_N30NLO_Zee_Ht500_700_CVetoBVeto.recon.,1.2756,1.141,0.59918,1
363159,MGPy8EG_N30NLO_Zee_Ht500_700_CVetoBVeto.recon.,1.2756,1.141,0.59925,1
363159,MGPy8EG_N30NLO_Zee_Ht500_700_CVetoBVeto.recon.,1.2756,1.141,0.59918,1
363160,MGPy8EG_N30NLO_Zee_Ht500_700_CFilterBVeto.reco,1.2754,1.141,0.25301,1
363160,MGPy8EG_N30NLO_Zee_Ht500_700_CFilterBVeto.reco,1.2753,1.141,0.25293,1
363160,MGPy8EG_N30NLO_Zee_Ht500_700_CFilterBVeto.reco,1.2754,1.141,0.25301,1
363161,MGPy8EG_N30NLO_Zee_Ht500_700_BFilter.recon.AOD,1.2741,1.141,0.1613,1
363161,MGPy8EG_N30NLO_Zee_Ht500_700_BFilter.recon.AOD,1.2732,1.141,0.16137,1
363161,MGPy8EG_N30NLO_Zee_Ht500_700_BFilter.recon.AOD,1.2741,1.141,0.1613,1
363162,MGPy8EG_N30NLO_Zee_Ht700_1000_CVetoBVeto.recon,0.44557,1.141,0.57769,1
363162,MGPy8EG_N30NLO_Zee_Ht700_1000_CVetoBVeto.recon,0.44638,1.141,0.57804,1
363162,MGPy8EG_N30NLO_Zee_Ht700_1000_CVetoBVeto.recon,0.44557,1.141,0.57769,1
363163,MGPy8EG_N30NLO_Zee_Ht700_1000_CFilterBVeto.rec,0.44592,1.141,0.26649,1
363163,MGPy8EG_N30NLO_Zee_Ht700_1000_CFilterBVeto.rec,0.44583,1.141,0.26637,1
363163,MGPy8EG_N30NLO_Zee_Ht700_1000_CFilterBVeto.rec,0.44592,1.141,0.26649,1
363164,MGPy8EG_N30NLO_Zee_Ht700_1000_BFilter.recon.AO,0.44637,1.141,0.16931,1
363164,MGPy8EG_N30NLO_Zee_Ht700_1000_BFilter.recon.AO,0.44649,1.141,0.16923,1
363164,MGPy8EG_N30NLO_Zee_Ht700_1000_BFilter.recon.AO,0.44637,1.141,0.16931,1
363165,MGPy8EG_N30NLO_Zee_Ht1000_2000_CVetoBVeto.reco,0.15224,1.141,0.56096,1
363165,MGPy8EG_N30NLO_Zee_Ht1000_2000_CVetoBVeto.reco,0.15216,1.141,0.56118,1
363165,MGPy8EG_N30NLO_Zee_Ht1000_2000_CVetoBVeto.reco,0.15224,1.141,0.56096,1
363166,MGPy8EG_N30NLO_Zee_Ht1000_2000_CFilterBVeto.re,0.15287,1.141,0.28674,1
363166,MGPy8EG_N30NLO_Zee_Ht1000_2000_CFilterBVeto.re,0.15286,1.141,0.28687,1
363166,MGPy8EG_N30NLO_Zee_Ht1000_2000_CFilterBVeto.re,0.15287,1.141,0.28674,1
363167,MGPy8EG_N30NLO_Zee_Ht1000_2000_BFilter.recon.A,0.15379,1.141,0.18318,1
363167,MGPy8EG_N30NLO_Zee_Ht1000_2000_BFilter.recon.A,0.15383,1.141,0.18316,1
363167,MGPy8EG_N30NLO_Zee_Ht1000_2000_BFilter.recon.A,0.15379,1.141,0.18318,1
363168,MGPy8EG_N30NLO_Zee_Ht2000_E_CMS_CVetoBVeto.rec,0.0056842,1.141,0.5365,1
363168,MGPy8EG_N30NLO_Zee_Ht2000_E_CMS_CVetoBVeto.rec,0.0056994,1.141,0.53678,1
363168,MGPy8EG_N30NLO_Zee_Ht2000_E_CMS_CVetoBVeto.rec,0.0056842,1.141,0.5365,1
363169,MGPy8EG_N30NLO_Zee_Ht2000_E_CMS_CFilterBVeto.r,0.0057315,1.141,0.303,1
363169,MGPy8EG_N30NLO_Zee_Ht2000_E_CMS_CFilterBVeto.r,0.0057321,1.141,0.30249,1
363169,MGPy8EG_N30NLO_Zee_Ht2000_E_CMS_CFilterBVeto.r,0.0057315,1.141,0.303,1
363170,MGPy8EG_N30NLO_Zee_Ht2000_E_CMS_BFilter.recon.,0.0057604,1.141,0.19217,1
363170,MGPy8EG_N30NLO_Zee_Ht2000_E_CMS_BFilter.recon.,0.0057589,1.141,0.19146,1
363170,MGPy8EG_N30NLO_Zee_Ht2000_E_CMS_BFilter.recon.,0.0057604,1.141,0.19217,1
# tau,,,,,
361510,MadGraphPythia8EvtGen_A14NNPDF23LO_Ztautau_Np0,1398.8,1.232,1,1
361510,MadGraphPythia8EvtGen_A14NNPDF23LO_Ztautau_Np0,1398.9,1.232,1,1
361510,MadGraphPythia8EvtGen_A14NNPDF23LO_Ztautau_Np0,1398.8,1.232,1,1
361511,MadGraphPythia8EvtGen_A14NNPDF23LO_Ztautau_Np1,211.44,1.232,1,1
361511,MadGraphPythia8EvtGen_A14NNPDF23LO_Ztautau_Np1,211.47,1.232,1,1
361511,MadGraphPythia8EvtGen_A14NNPDF23LO_Ztautau_Np1,211.44,1.232,1,1
361512,MadGraphPythia8EvtGen_A14NNPDF23LO_Ztautau_Np2,67.197,1.232,1,1
361512,MadGraphPythia8EvtGen_A14NNPDF23LO_Ztautau_Np2,67.214,1.232,1,1
361512,MadGraphPythia8EvtGen_A14NNPDF23LO_Ztautau_Np2,67.197,1.232,1,1
361513,MadGraphPythia8EvtGen_A14NNPDF23LO_Ztautau_Np3,18.612,1.232,1,1
361513,MadGraphPythia8EvtGen_A14NNPDF23LO_Ztautau_Np3,18.61,1.232,1,1
361513,MadGraphPythia8EvtGen_A14NNPDF23LO_Ztautau_Np3,18.612,1.232,1,1
361514,MadGraphPythia8EvtGen_A14NNPDF23LO_Ztautau_Np4,7.2598,1.232,1,1
361514,MadGraphPythia8EvtGen_A14NNPDF23LO_Ztautau_Np4,7.2523,1.232,1,1
361514,MadGraphPythia8EvtGen_A14NNPDF23LO_Ztautau_Np4,7.2598,1.232,1,1
,,,,,
,,,,,
# MadGraph NLO,,,,,
# Zee,,,,,
506193,MGPy8EG_Zee_FxFx_3jets_HT2bias_BFilter,2270.7,1,2.18E-02,1
506194,MGPy8EG_Zee_FxFx_3jets_HT2bias_CFilterBVeto,2265.8,1,1.21E-01,1
506195,MGPy8EG_Zee_FxFx_3jets_HT2bias_CVetoBVeto,2268,1,8.57E-01,1
,,,,,
# Zmumu,,,,,
506196,MGPy8EG_Zmumu_FxFx_3jets_HT2bias_BFilter,2274.1,1,2.14E-02,1
506197,MGPy8EG_Zmumu_FxFx_3jets_HT2bias_CFilterBVeto,2272.4,1,1.21E-01,1
506198,MGPy8EG_Zmumu_FxFx_3jets_HT2bias_CVetoBVeto,2267.8,1,8.57E-01,1
,,,,,
# Ztautau,,,,,
512198,MGPy8EG_FxFx_Ztautau_3jets_HT2bias_BFilter,2272.7,1,2.18E-02,1
512199,MGPy8EG_FxFx_Ztautau_3jets_HT2bias_CFilterBVeto,2271.6,1,1.22E-01,1
512200,MGPy8EG_FxFx_Ztautau_3jets_HT2bias_CVetoBVeto,2269,1,8.56E-01,1
,,,,,
################################################################################################################,,,,,
,,,,,
#Higgs,,,,,
# ZH,,,,,
345055,PowhegPythia8EvtGen_NNPDF3_AZNLO_ZH125J_MINLO_llbb_VpT,0.044837,1,1,1
346329,PowhegPy8EG_NNPDF30_AZNLO_ggZH125_lltautau_filt,0.0057586,1,0.64816,1
#WH,,,,,
345212,PowhegPy8EG_NNPDF30_AZNLO_WpH125J_Winc_MINLO_tautau,0.052685,1,1,1
345211,PowhegPy8EG_NNPDF30_AZNLO_WmH125J_Winc_MINLO_tautau,0.033417,1,1,1
# ggH,,,,,
345120,PowhegPy8EG_NNLOPS_nnlo_30_ggH125_tautaul13l7,3.0469,1.0,0.053756,1
345121,PowhegPy8EG_NNLOPS_nnlo_30_ggH125_tautaulm15hp20,6.0938,1,0.037749,1
345122,PowhegPy8EG_NNLOPS_nnlo_30_ggH125_tautaulp15hm20,6.0938,1,0.037826,1
345123,PowhegPy8EG_NNLOPS_nnlo_30_ggH125_tautauh30h20,3.0469,1.0,0.1889,1
# VBF Higgs,,,,,
346190,PowhegPy8EG_NNPDF30_AZNLOCTEQ6L1_VBFH125_tautaul13l7,3.7476,0.007847049533325328,4.6566E-01,1
346191,PowhegPy8EG_NNPDF30_AZNLOCTEQ6L1_VBFH125_tautaulm15hp20,3.7474E-03,0.02888028817468645,1.7637E-01,1
346192,PowhegPy8EG_NNPDF30_AZNLOCTEQ6L1_VBFH125_tautaulp15hm20,3.7473E-03,0.028881058870605505,1.7648E-01,1
346193,PowhegPy8EG_NNPDF30_AZNLOCTEQ6L1_VBFH125_tautauh30h20,9.890E-02,1.0,4.7297E-01,1
,,,,,
################################################################################################################,,,,,
,,,,,
# EWK W ,,,,,
# PoPy,,,,,
600931,PhPy8EG_A14NNPDF23_VBF_Wminusenu,3.1329,1,1.00E+00,1
600931,PhPy8EG_A14NNPDF23_VBF_Wminusenu,3.1329,1,1.00E+00,1
600931,PhPy8EG_A14NNPDF23_VBF_Wminusenu,3.1329,1,1.00E+00,1
600932,PhPy8EG_A14NNPDF23_VBF_Wminusmunu,3.1329,1,1.00E+00,1
600932,PhPy8EG_A14NNPDF23_VBF_Wminusmunu,3.1329,1,1.00E+00,1
600932,PhPy8EG_A14NNPDF23_VBF_Wminusmunu,3.1329,1,1.00E+00,1
600933,PhPy8EG_A14NNPDF23_VBF_Wminustaunu,3.1329,1,1.00E+00,1
600933,PhPy8EG_A14NNPDF23_VBF_Wminustaunu,3.1329,1,1.00E+00,1
600933,PhPy8EG_A14NNPDF23_VBF_Wminustaunu,3.1329,1,1.00E+00,1
600934,PhPy8EG_A14NNPDF23_VBF_Wplusenu,4.4832,1,1.00E+00,1
600934,PhPy8EG_A14NNPDF23_VBF_Wplusenu,4.4832,1,1.00E+00,1
600934,PhPy8EG_A14NNPDF23_VBF_Wplusenu,4.4832,1,1.00E+00,1
600935,PhPy8EG_A14NNPDF23_VBF_Wplusmunu,4.4832,1,1.00E+00,1
600935,PhPy8EG_A14NNPDF23_VBF_Wplusmunu,4.4832,1,1.00E+00,1
600935,PhPy8EG_A14NNPDF23_VBF_Wplusmunu,4.4832,1,1.00E+00,1
600936,PhPy8EG_A14NNPDF23_VBF_Wplustaunu,4.4832,1,1.00E+00,1
600936,PhPy8EG_A14NNPDF23_VBF_Wplustaunu,4.4832,1,1.00E+00,1
600936,PhPy8EG_A14NNPDF23_VBF_Wplustaunu,4.4832,1,1.00E+00,1
# Sherpa,,,,,
700338,Sh_2211_Wenu_maxHTpTV2_BFilter,21742.0,1.0,9.384811E-03,1
700339,Sh_2211_Wenu_maxHTpTV2_CFilterBVeto,21742.0,1.0,0.1489766,1
700340,Sh_2211_Wenu_maxHTpTV2_CVetoBVeto,21742.0,1.0,8.436042E-01,1
700341,Sh_2211_Wmunu_maxHTpTV2_BFilter,21806.0,1.0,0.0097968,1
700342,Sh_2211_Wmunu_maxHTpTV2_CFilterBVeto,21806.0,1.0,0.1460112,1
700343,Sh_2211_Wmunu_maxHTpTV2_CVetoBVeto,21806.0,1.0,8.435552E-01,1
700344,Sh_2211_Wtaunu_L_maxHTpTV2_BFilter,7680.0,1.0,9.015653E-03,1
700345,Sh_2211_Wtaunu_L_maxHTpTV2_CFilterBVeto,7680.0,1.0,0.146033,1
700346,Sh_2211_Wtaunu_L_maxHTpTV2_CVetoBVeto,7680.0,1.0,8.474580E-01,1
700347,Sh_2211_Wtaunu_H_maxHTpTV2_BFilter,14126.0,1.0,0.00867775,1
700348,Sh_2211_Wtaunu_H_maxHTpTV2_CFilterBVeto,14126.0,1.0,1.433596E-01,1
700349,Sh_2211_Wtaunu_H_maxHTpTV2_CVetoBVeto,14126.0,1.0,8.474427E-01,1

700362,Sh_2211_Wenu2jets_Min_N_TChannel,8.5022,1,1.00E+00,1
700362,Sh_2211_Wenu2jets_Min_N_TChannel,8.5022,1,1.00E+00,1
700362,Sh_2211_Wenu2jets_Min_N_TChannel,8.5022,1,1.00E+00,1
700363,Sh_2211_Wmunu2jets_Min_N_TChannel,8.5027,1,1.00E+00,1
700363,Sh_2211_Wmunu2jets_Min_N_TChannel,8.5027,1,1.00E+00,1
700363,Sh_2211_Wmunu2jets_Min_N_TChannel,8.5027,1,1.00E+00,1
700364,Sh_2211_Wtaunu2jets_Min_N_TChannel,8.5013,1,1.00E+00,1
700364,Sh_2211_Wtaunu2jets_Min_N_TChannel,8.5013,1,1.00E+00,1
700364,Sh_2211_Wtaunu2jets_Min_N_TChannel,8.5013,1,1.00E+00,1
,,,,,
################################################################################################################,,,,,
,,,,,
# Diboson EWK,,,,,
# Leptonic,,,,,
700587,Sh_2212_lllljj,0.01151,1,1.00E+00,1
700587,Sh_2212_lllljj,0.01151,1,1.00E+00,1
700587,Sh_2212_lllljj,0.01151,1,1.00E+00,1
700588,Sh_2212_lllvjj,0.048453,1,1.00E+00,1
700588,Sh_2212_lllvjj,0.048453,1,1.00E+00,1
700588,Sh_2212_lllvjj,0.048453,1,1.00E+00,1
700589,Sh_2212_llvvjj_os,0.19336,1,1.00E+00,1
700589,Sh_2212_llvvjj_os,0.19336,1,1.00E+00,1
700589,Sh_2212_llvvjj_os,0.19336,1,1.00E+00,1
700590,Sh_2212_llvvjj_ss,0.045598,1,1.00E+00,1
700590,Sh_2212_llvvjj_ss,0.045598,1,1.00E+00,1
700590,Sh_2212_llvvjj_ss,0.045598,1,1.00E+00,1
700591,Sh_2212_lllljj_Int,0.0023142,1,1.00E+00,1
700591,Sh_2212_lllljj_Int,0.0023142,1,1.00E+00,1
700591,Sh_2212_lllljj_Int,0.0023142,1,1.00E+00,1
700592,Sh_2212_lllvjj_Int,0.0077437,1,1.00E+00,1
700592,Sh_2212_lllvjj_Int,0.0077437,1,1.00E+00,1
700592,Sh_2212_lllvjj_Int,0.0077437,1,1.00E+00,1
700593,Sh_2212_llvvjj_os_Int,0.0063366,1,1.00E+00,1
700593,Sh_2212_llvvjj_os_Int,0.0063366,1,1.00E+00,1
700593,Sh_2212_llvvjj_os_Int,0.0063366,1,1.00E+00,1
700594,Sh_2212_llvvjj_ss_Int,0.0033375,1,1.00E+00,1
700594,Sh_2212_llvvjj_ss_Int,0.0033375,1,1.00E+00,1
700594,Sh_2212_llvvjj_ss_Int,0.0033375,1,1.00E+00,1
700600,Sh_2212_llll,1.2974,1.0,1.000000E+00,1
700601,Sh_2212_lllv,4.661,1.0,1.000000E+00,1
700602,Sh_2212_llvv_os,12.079,1.0,1.000000E+00,1
700603,Sh_2212_llvv_ss,0.022206,1.0,1.000000E+00,1
700604,Sh_2212_lvvv,3.1081,1.0,1.000000E+00,1
# Semi Leptonic,,,,,
364848,MGPy8EvtGen_NNPDF30NLO_A14NNPDF23LO_WWjj_lvqq_EW6_BVeto,1.9993,1,1.75E-01,1
364848,MGPy8EvtGen_NNPDF30NLO_A14NNPDF23LO_WWjj_lvqq_EW6_BVeto,1.9993,1,1.75E-01,1
364848,MGPy8EvtGen_NNPDF30NLO_A14NNPDF23LO_WWjj_lvqq_EW6_BVeto,1.9993,1,1.75E-01,1
364849,MGPy8EvtGen_NNPDF30NLO_A14NNPDF23LO_WWjj_lvqq_EW6_BFilter,1.9778,1,8.31E-01,1
364849,MGPy8EvtGen_NNPDF30NLO_A14NNPDF23LO_WWjj_lvqq_EW6_BFilter,1.9778,1,8.31E-01,1
364849,MGPy8EvtGen_NNPDF30NLO_A14NNPDF23LO_WWjj_lvqq_EW6_BFilter,1.9778,1,8.31E-01,1
364850,MGPy8EvtGen_NNPDF30NLO_A14NNPDF23LO_WZjj_lvqq_EW6,0.2571,1,1.00E+00,1
364850,MGPy8EvtGen_NNPDF30NLO_A14NNPDF23LO_WZjj_lvqq_EW6,0.2571,1,1.00E+00,1
364850,MGPy8EvtGen_NNPDF30NLO_A14NNPDF23LO_WZjj_lvqq_EW6,0.2571,1,1.00E+00,1
364851,MGPy8EvtGen_NNPDF30NLO_A14NNPDF23LO_WZjj_vvqq_EW6,0.15533,1,1.00E+00,1
364851,MGPy8EvtGen_NNPDF30NLO_A14NNPDF23LO_WZjj_vvqq_EW6,0.15533,1,1.00E+00,1
364851,MGPy8EvtGen_NNPDF30NLO_A14NNPDF23LO_WZjj_vvqq_EW6,0.15533,1,1.00E+00,1
364852,MGPy8EvtGen_NNPDF30NLO_A14NNPDF23LO_WZjj_llqq_EW6,0.045605,1,1.00E+00,1
364852,MGPy8EvtGen_NNPDF30NLO_A14NNPDF23LO_WZjj_llqq_EW6,0.045605,1,1.00E+00,1
364852,MGPy8EvtGen_NNPDF30NLO_A14NNPDF23LO_WZjj_llqq_EW6,0.045605,1,1.00E+00,1
364853,MGPy8EvtGen_NNPDF30NLO_A14NNPDF23LO_ZZjj_vvqq_EW6,0.032235,1,1.00E+00,1
364853,MGPy8EvtGen_NNPDF30NLO_A14NNPDF23LO_ZZjj_vvqq_EW6,0.032235,1,1.00E+00,1
364853,MGPy8EvtGen_NNPDF30NLO_A14NNPDF23LO_ZZjj_vvqq_EW6,0.032235,1,1.00E+00,1
364854,MGPy8EvtGen_NNPDF30NLO_A14NNPDF23LO_ZZjj_llqq_EW6,0.0096573,1,1.00E+00,1
364854,MGPy8EvtGen_NNPDF30NLO_A14NNPDF23LO_ZZjj_llqq_EW6,0.0096573,1,1.00E+00,1
364854,MGPy8EvtGen_NNPDF30NLO_A14NNPDF23LO_ZZjj_llqq_EW6,0.0096573,1,1.00E+00,1
